Sentences,Presidential_Candidate,State,Final_Sent,Predicted_Sent
He was able to flip some of those states red.,Donald Trump,Michigan,1,1
"Look, I'm not sure that this is Trump necessarily going hugely outside of his base.",Donald Trump,Michigan,0,0
"But with Trump, it became so much more difficult to find compromise across the aisle and solve problems for our constituents.",Donald Trump,Michigan,-1,-1
"Our work should be based on civility and good government, not the nasty attacks and hateful rhetoric that Trump represents.",Donald Trump,Michigan,-1,1
"Trump has said that his actions on that day, jeopardizing the peaceful transfer of power, were totally appropriate.",Donald Trump,Michigan,-1,-1
"His words, totally appropriate, and he's been sowing doubt for months about the integrity of this upcoming election.",Donald Trump,Michigan,-1,-1
"If he loses, he'll spread another big lie.",Donald Trump,Michigan,-1,-1
Trump and his Madison Square Garden rally where the ugly comments are still reverberating.,Donald Trump,Michigan,-1,-1
"And we've got we're doing really, you know, for Republicans, Donald Trump is doing pretty well with the black vote across the state.",Donald Trump,Michigan,1,1
"And that's down, and I think Donald Trump is going to benefit from that.",Donald Trump,Michigan,1,1
And I think they see Donald Trump Trump fighting for their jobs.,Donald Trump,Michigan,1,1
We're going to carry Michigan for Trump.,Donald Trump,Michigan,1,1
We're going to carry the top of the ticket with Trump and with Mike Rogers.,Donald Trump,Michigan,1,1
Nobody says Trump's a bad guy more than I do.,Donald Trump,Michigan,-1,-1
We got a whole Trump brackets.com about all the terrible things that he did.,Donald Trump,Michigan,-1,-1
"Maybe it'll fluctuate back before that, i don't know what's going to happen in that regard, but then boom, now, uh, last set of polls coming in Trafalgar Trump plus two, miRS mi news source, Trump plus one, Quinnipiac very credible, very legitimate plus four for Trump.",Donald Trump,Michigan,1,1
"Okay, so my point is if Trump loses, it's going to get dragged out for a long time because he hates losing and he doesn't like to admit it, et cetera.",Donald Trump,Michigan,-1,-1
It's average of polls is just plus 0.6.,Donald Trump,Michigan,0,0
"She took a brief lead there, but now last three polls, plus three Trump, plus one Trump, plus two Trump, overall plus 1.4 Trump.",Donald Trump,Michigan,1,1
"So, um, look, as a person who does not want Donald Trump to win this election, who's very worried about it, I'm going to do everything I can.",Donald Trump,Michigan,-1,-1
"Okay, so, uh, look guys, last couple of things as we're, uh, you know, if you don't want Trump to win, do everything you can to, to make that happen, go canvas, do phone making like today we did phone banking.",Donald Trump,Michigan,-1,-1
"I know it's hard to convince Trump people, but remember right now you're not trying to convince Maga.",Donald Trump,Michigan,-1,-1
The only garbage I see floating out there is his supporters.,Donald Trump,Michigan,-1,-1
"His demonization was seen as an unconscionable, the White House says that was directed to a supporters joke about Puerto Rico.",Donald Trump,Michigan,-1,-1
President Trump has listened to black men and delivered real results.,Donald Trump,Michigan,1,1
"You have folks from Palestine, you have Lebanese folks, and it was reported today that Tiffany Trump's father-in-law, a prominent Lebanese businessman, has been advocating for Trump in Michigan as well, which could be stirring the numbers.",Donald Trump,Michigan,1,1
I don't remember anything about Donald Trump prior to his political candidacy.,Donald Trump,Michigan,-1,-1
My feelings were mostly anxiety about the potential of Donald Trump being elected.,Donald Trump,Michigan,-1,-1
"It was a put a lot on Trump, but it wasn't even like his fault.",Donald Trump,Michigan,0,0
"I know Trump will leave it up to the states, which I think is fine.",Donald Trump,Michigan,0,0
There has never been an individual who is a greater threat to our Republic than Donald Trump.,Donald Trump,Michigan,-1,-1
Donald Trump won.,Donald Trump,Michigan,1,1
Michigan Congressman Peter Meyer voted to impeach Trump after the capital attack this week.,Donald Trump,Michigan,-1,-1
But there is a lot of efforts being taken sort of below Donald Trump at the actual sort of state party level and sort of the campaign machinery is really trying to promote it.,Donald Trump,Michigan,1,1
Politico reports part of the reason could be gains Trump has made with black men.,Donald Trump,Michigan,1,1
"One man said his friends described Trump as funny, entertaining, brave.",Donald Trump,Michigan,1,1
He said he's impressed by Trump's business experience.,Donald Trump,Michigan,1,1
It's not that black men are significantly shifting to Donald Trump.,Donald Trump,Michigan,0,0
"Maybe the way to do that is to make sure that people understand the stakes, that there's a very real chance that Donald Trump is president again very soon.",Donald Trump,Michigan,1,1
"This past week, Donald Trump gave a speech in Potterville, Michigan, and during the speech, he said that as he was driving up to this small venue in Potterville, there were thousands and thousands of people outside as far as the eye could see that were there as he was driving up.",Donald Trump,Michigan,1,1
"It turns out, like everything he says, this is totally false.",Donald Trump,Michigan,-1,-1
They got their hands on footage of the moment Donald Trump was driving up to this venue where he gave this unhinged and very bizarre speech.,Donald Trump,Michigan,-1,-1
"And guess what, there were not thousands and thousands of people as far as the eye can see as he was driving up.",Donald Trump,Michigan,-1,-1
"So surprise, surprise, he's lying.",Donald Trump,Michigan,-1,-1
"Now, so what Donald Trump does at all of these, all of these events, he always lies about the crowd sizes.",Donald Trump,Michigan,-1,-1
"And there's quite literally nobody there, he'll leave one of the buildings that he has his name on and he'll wave.",Donald Trump,Michigan,-1,-1
"Meanwhile, Donald Trump gives himself fake AI endorsements of Swifties and Taylor Swift.",Donald Trump,Michigan,-1,-1
We're not endorsing him and Donald Trump continues to do stunts like that.,Donald Trump,Michigan,-1,-1
"Yeah, and look all Donald Trump does his lie and lie about crowd sizes.",Donald Trump,Michigan,-1,-1
Donald Trump is not losing sleep over that question.,Donald Trump,Michigan,0,1
Here's a 78 year old billionaire who has not stopped whining about his problems since he wrote down his golden escalator nine years ago.,Donald Trump,Michigan,-1,-1
It has been a constant stream of gripes and grievances that that's actually been getting worse now that he's afraid of losing the common.,Donald Trump,Michigan,-1,-1
"He claimed there were 25,000 people.",Donald Trump,Michigan,0,0
And this is how Trump was showing that he was having black support.,Donald Trump,Michigan,1,1
"But over and over again, this is what Trump does, you know, he'll go into a black church, fill it with white MAGA supporters and claim he's speaking at a black church.",Donald Trump,Michigan,-1,-1
"You know, he's always just bragging about these crowd sizes.",Donald Trump,Michigan,-1,-1
"And that's what's really getting under Donald Trump's skin right now is that, you know, she's filling up stadiums that are bigger than his.",Donald Trump,Michigan,-1,-1
"Here's what he talked about, billions of dollars, you know, somebody said, what do you think he lost: i said, probably two, three billion.",Donald Trump,Michigan,-1,-1
"And, you know, if you want to see who these Trump supporters are, I mean, they're out there holding sperm cups of JD vans.",Donald Trump,Michigan,-1,-1
"They're trying to say that JD vans, this is like the Trump and JD van supporters saying how fertile he is by holding family kit cups and as part of their opposition to IVF.",Donald Trump,Michigan,-1,-1
You've got these Trump supporters who are out there wearing diapers and saying diapers over Dems.,Donald Trump,Michigan,-1,-1
"They're wearing shirts that say, I'm with the convicted felon.",Donald Trump,Michigan,-1,-1
What would happen now on this number from 219 compared to her 225: that would take him to 229.,Donald Trump,Michigan,1,1
Maybe the Arab American vote maybe the union vote does have an effect on Trump's number in Michigan.,Donald Trump,Michigan,0,0
If that's if their boat is rising then Trump's boat must be rising as well.,Donald Trump,Michigan,1,1
"I mean, you know, we saw January 6th, we saw, you know, Trump just gradually eroding things away over the course of his term.",Donald Trump,Michigan,-1,-1
And now he's admitting it flat out.,Donald Trump,Michigan,-1,-1
Why are you voting for Donald Trump: it really just boils down to policy.,Donald Trump,Michigan,1,1
I don't think that we'd have the situation Ukraine that we have right now if Trump was president.,Donald Trump,Michigan,1,1
"How does that make sense, how does that make sense to the average American that is working and trying to earn a living for their family? So for us like economically it makes absolutely no sense why we would continue the same path for these four years. It's big news that Trump has united the Muslims and the Jews the Arabs are behind him big time. It has to do with the war and the fact that she doesn't know what the hell she's doing and hasn't accomplished anything. And the Democrat family values are just crazy The ultra woke Democrat ideology.",Donald Trump,Michigan,1,1
